title,desc,link,pubDate,source,text,label
Tai nạn liên hoàn giữa 4 xe ở TP HCM,"Ôtô chạy trên đường Thống Nhất, phường Tam Thắng (TP Vũng Tàu cũ) va chạm xe máy rồi tông xe bán tải gây tai nạn liên hoàn, một người bị thương, sáng 30/8.",https://vnexpress.net/tai-nan-giao-thong-vung-tau-4933417.html,2025-08-30 03:24:04+00:00,https://vnexpress.net/rss/thoi-su.rss,"Tai nạn liên hoàn giữa 4 xe ở TP HCM Ôtô chạy trên đường Thống Nhất, phường Tam Thắng (TP Vũng Tàu cũ) va chạm xe máy rồi tông xe bán tải gây tai nạn liên hoàn, một người bị thương, sáng 30/8.",REAL
Đường dẫn cao tốc TP HCM - Long Thành ùn tắc 3 km ngày đầu nghỉ lễ,"Do nhu cầu đi lại tăng cao, đường Mai Chí Thọ dẫn vào cao tốc TP HCM - Long Thành - Dầu Giây ùn tắc hơn 3 tiếng, CSGT phải luân phiên đóng mở điểm đầu cao tốc.",https://vnexpress.net/duong-dan-cao-toc-tp-hcm-long-thanh-un-tac-3-km-ngay-dau-nghi-le-4933398.html,2025-08-30 02:46:57+00:00,https://vnexpress.net/rss/thoi-su.rss,"Đường dẫn cao tốc TP HCM - Long Thành ùn tắc 3 km ngày đầu nghỉ lễ Do nhu cầu đi lại tăng cao, đường Mai Chí Thọ dẫn vào cao tốc TP HCM - Long Thành - Dầu Giây ùn tắc hơn 3 tiếng, CSGT phải luân phiên đóng mở điểm đầu cao tốc.",REAL
"Yak-130, Su-30MK2 thả mồi bẫy nhiệt trên Ba Đình","Từng biên đội Yak-130, Su-30MK2 thả mồi bẫy nhiệt trên bầu trời Thủ đô trong ngày tổng duyệt diễu binh, bên dưới biển người phấn khích, hò reo, sáng 30/8.",https://vnexpress.net/yak-130-su-30mk2-tha-moi-bay-nhiet-tren-ba-dinh-4933373.html,2025-08-30 01:48:29+00:00,https://vnexpress.net/rss/thoi-su.rss,"Yak-130, Su-30MK2 thả mồi bẫy nhiệt trên Ba Đình Từng biên đội Yak-130, Su-30MK2 thả mồi bẫy nhiệt trên bầu trời Thủ đô trong ngày tổng duyệt diễu binh, bên dưới biển người phấn khích, hò reo, sáng 30/8.",REAL
Những công trình giao thông biểu tượng trong 80 năm qua,"Nhà ga T2 Nội Bài, T3 Tân Sơn Nhất, cầu Mỹ Thuận, hầm Hải Vân... là những công trình làm thay đổi diện mạo giao thông quốc gia, góp phần thúc đẩy kinh tế xã hội.",https://vnexpress.net/nhung-cong-trinh-giao-thong-bieu-tuong-trong-80-nam-qua-4932791.html,2025-08-30 00:30:18+00:00,https://vnexpress.net/rss/thoi-su.rss,"Những công trình giao thông biểu tượng trong 80 năm qua Nhà ga T2 Nội Bài, T3 Tân Sơn Nhất, cầu Mỹ Thuận, hầm Hải Vân... là những công trình làm thay đổi diện mạo giao thông quốc gia, góp phần thúc đẩy kinh tế xã hội.",REAL
Tìm thấy hài cốt liệt sĩ cùng vòng tay ký hiệu 'SH-18-15X',Trong 10 hài cốt liệt sĩ được tìm thấy ở Khe Sanh có một hài cốt cùng di vật kèm theo là biển đeo tay làm bằng nhôm với ký hiệu 'SH-18-15X'.,https://vnexpress.net/tim-thay-hai-cot-liet-si-cung-vong-tay-ky-hieu-sh-18-15x-4933222.html,2025-08-29 23:36:23+00:00,https://vnexpress.net/rss/thoi-su.rss,Tìm thấy hài cốt liệt sĩ cùng vòng tay ký hiệu 'SH-18-15X' Trong 10 hài cốt liệt sĩ được tìm thấy ở Khe Sanh có một hài cốt cùng di vật kèm theo là biển đeo tay làm bằng nhôm với ký hiệu 'SH-18-15X'.,REAL
Các quân binh chủng phô diễn sức mạnh trên không và dưới đất,"Sáng 30/8, lần đầu tiên Quân chủng Phòng không Không quân cùng khối xe pháo quân sự, xe đặc chủng công an phô diễn sức mạnh trong buổi tổng duyệt chuẩn bị cho đại lễ A80.",https://vnexpress.net/bat-dau-tong-duyet-dieu-binh-dieu-hanh-a80-4933337-tong-thuat.html,2025-08-29 23:30:00+00:00,https://vnexpress.net/rss/thoi-su.rss,"Các quân binh chủng phô diễn sức mạnh trên không và dưới đất Sáng 30/8, lần đầu tiên Quân chủng Phòng không Không quân cùng khối xe pháo quân sự, xe đặc chủng công an phô diễn sức mạnh trong buổi tổng duyệt chuẩn bị cho đại lễ A80.",REAL
"Áp thấp nhiệt đới mạnh lên thành bão, gây mưa cho miền Trung","Sáng nay, áp thấp nhiệt đới mạnh lên thành bão, mạnh cấp 8, gây mưa to cho Nghệ An - Quảng Trị, tổng lượng mưa hai ngày có thể lên 500 mm.",https://vnexpress.net/ap-thap-nhiet-doi-bat-dau-gay-mua-cho-mien-trung-4933333.html,2025-08-29 23:04:47+00:00,https://vnexpress.net/rss/thoi-su.rss,"Áp thấp nhiệt đới mạnh lên thành bão, gây mưa cho miền Trung Sáng nay, áp thấp nhiệt đới mạnh lên thành bão, mạnh cấp 8, gây mưa to cho Nghệ An - Quảng Trị, tổng lượng mưa hai ngày có thể lên 500 mm.",REAL
Đường kết nối sân bay Long Thành hỏng nặng do 'lượng xe tăng gấp 6 lần',"Quốc lộ 51 qua Đồng Nai giúp kết nối sân bay Long Thành chi chít ""ổ gà, ổ voi"", hằn lún vệt bánh ôtô, do lượng xe vượt xa công suất thiết kế, theo cơ quan quản lý.",https://vnexpress.net/duong-ket-noi-san-bay-long-thanh-hong-nang-do-luong-xe-tang-gap-6-lan-4933045.html,2025-08-29 22:00:00+00:00,https://vnexpress.net/rss/thoi-su.rss,"Đường kết nối sân bay Long Thành hỏng nặng do 'lượng xe tăng gấp 6 lần' Quốc lộ 51 qua Đồng Nai giúp kết nối sân bay Long Thành chi chít ""ổ gà, ổ voi"", hằn lún vệt bánh ôtô, do lượng xe vượt xa công suất thiết kế, theo cơ quan quản lý.",REAL
Chính phủ tặng 100.000 đồng dịp Quốc khánh qua tài khoản hoặc trực tiếp,Chính phủ quyết định chi trả tập trung quà tặng 100.000 đồng dịp Quốc khánh cho toàn dân qua tài khoản an sinh xã hội trên VNeID hoặc trực tiếp tại địa phương.,https://vnexpress.net/chinh-phu-tang-100-000-dong-dip-quoc-khanh-qua-tai-khoan-hoac-truc-tiep-4933327.html,2025-08-29 20:57:29+00:00,https://vnexpress.net/rss/thoi-su.rss,Chính phủ tặng 100.000 đồng dịp Quốc khánh qua tài khoản hoặc trực tiếp Chính phủ quyết định chi trả tập trung quà tặng 100.000 đồng dịp Quốc khánh cho toàn dân qua tài khoản an sinh xã hội trên VNeID hoặc trực tiếp tại địa phương.,REAL
"Quân nhân, xe pháo về Ba Đình trong đêm mưa","Đêm 29/8, hơn 16.000 quân nhân cùng hàng trăm xe pháo, khí tài tiến vào Quảng trường Ba Đình chuẩn bị tổng duyệt, trong khi hàng nghìn người dân đội mưa đứng kín hai bên phố theo dõi.",https://vnexpress.net/quan-nhan-xe-phao-ve-ba-dinh-trong-dem-4933316-tong-thuat.html,2025-08-29 20:00:00+00:00,https://vnexpress.net/rss/thoi-su.rss,"Quân nhân, xe pháo về Ba Đình trong đêm mưa Đêm 29/8, hơn 16.000 quân nhân cùng hàng trăm xe pháo, khí tài tiến vào Quảng trường Ba Đình chuẩn bị tổng duyệt, trong khi hàng nghìn người dân đội mưa đứng kín hai bên phố theo dõi.",REAL
Người miền Trung lo bão dồn dập,"Nghệ An vẫn ngập sâu vài nơi, Hà Tĩnh ngổn ngang sau bão Kajiki, người dân vừa dọn dẹp vừa lo chằng chống nhà cửa ứng phó áp thấp nhiệt đới có thể mạnh lên thành bão.",https://vnexpress.net/nguoi-mien-trung-lo-bao-don-dap-4933310.html,2025-08-29 17:52:18+00:00,https://vnexpress.net/rss/thoi-su.rss,"Người miền Trung lo bão dồn dập Nghệ An vẫn ngập sâu vài nơi, Hà Tĩnh ngổn ngang sau bão Kajiki, người dân vừa dọn dẹp vừa lo chằng chống nhà cửa ứng phó áp thấp nhiệt đới có thể mạnh lên thành bão.",REAL
Loạt hạ tầng giải bài toán kết nối cho đô thị vịnh Nha Trang,"Cao tốc Bắc - Nam cùng quy hoạch mạng lưới giao thông không - thủy - bộ thúc đẩy kết nối, tăng sức hút đầu tư, mở rộng không gian đô thị cho phường Bắc Nha Trang trong tương lai.",https://vnexpress.net/loat-ha-tang-giai-bai-toan-ket-noi-cho-do-thi-vinh-nha-trang-4933546.html,2025-08-30 13:00:00+00:00,https://vnexpress.net/rss/thoi-su.rss,"Loạt hạ tầng giải bài toán kết nối cho đô thị vịnh Nha Trang Cao tốc Bắc - Nam cùng quy hoạch mạng lưới giao thông không - thủy - bộ thúc đẩy kết nối, tăng sức hút đầu tư, mở rộng không gian đô thị cho phường Bắc Nha Trang trong tương lai.",REAL
Hệ thống AI hỗ trợ an ninh tại lễ kỷ niệm Quốc khánh,"Giải pháp Rar-Hanet dùng công nghệ AI nhận diện gương mặt, kết hợp căn cước công dân gắn chip hỗ trợ đảm bảo an ninh cho lễ kỷ niệm tại Quảng trường Ba Đình ngày 2/9.",https://vnexpress.net/he-thong-ai-ho-tro-an-ninh-tai-le-ky-niem-quoc-khanh-4933528.html,2025-08-30 12:00:00+00:00,https://vnexpress.net/rss/thoi-su.rss,"Hệ thống AI hỗ trợ an ninh tại lễ kỷ niệm Quốc khánh Giải pháp Rar-Hanet dùng công nghệ AI nhận diện gương mặt, kết hợp căn cước công dân gắn chip hỗ trợ đảm bảo an ninh cho lễ kỷ niệm tại Quảng trường Ba Đình ngày 2/9.",REAL
Người dân đội mưa chờ xem tổng duyệt diễu binh,"12 tiếng trước giờ tổng duyệt diễu binh, dòng người đã đổ về các tuyến đường quanh quảng trường Ba Đình để giữ chỗ, bất chấp trời mưa lớn, tối 29/8.",https://vnexpress.net/nguoi-dan-doi-mua-cho-xem-tong-duyet-dieu-binh-4933299.html,2025-08-29 14:43:19+00:00,https://vnexpress.net/rss/thoi-su.rss,"Người dân đội mưa chờ xem tổng duyệt diễu binh 12 tiếng trước giờ tổng duyệt diễu binh, dòng người đã đổ về các tuyến đường quanh quảng trường Ba Đình để giữ chỗ, bất chấp trời mưa lớn, tối 29/8.",REAL
Điều chỉnh lịch bay tại hai sân bay do áp thấp nhiệt đới,"Do ảnh hưởng của áp thấp nhiệt đới, Vietnam Airlines dự kiến điều chỉnh lịch khai thác tại sân bay Đồng Hới (Quảng Trị) và Phú Bài (Huế) trong ngày 30/8.",https://vnexpress.net/dieu-chinh-lich-bay-tai-hai-san-bay-do-ap-thap-nhiet-doi-4933289.html,2025-08-29 13:28:19+00:00,https://vnexpress.net/rss/thoi-su.rss,"Điều chỉnh lịch bay tại hai sân bay do áp thấp nhiệt đới Do ảnh hưởng của áp thấp nhiệt đới, Vietnam Airlines dự kiến điều chỉnh lịch khai thác tại sân bay Đồng Hới (Quảng Trị) và Phú Bài (Huế) trong ngày 30/8.",REAL
Thức xuyên đêm chờ xem tổng duyệt diễu binh,"Tối 29/8 có lúc trời mưa lớn song cả biển người vẫn đứng ken kín bên đường chờ xem tổng duyệt, nhiều nhóm khuấy động bằng các bài 'Như có Bác trong ngày đại thắng' hay 'Nối vòng tay lớn'.",https://vnexpress.net/nguoi-dan-ve-ba-dinh-cho-xem-tong-duyet-dieu-binh-4933118-tong-thuat.html,2025-08-29 13:00:00+00:00,https://vnexpress.net/rss/thoi-su.rss,"Thức xuyên đêm chờ xem tổng duyệt diễu binh Tối 29/8 có lúc trời mưa lớn song cả biển người vẫn đứng ken kín bên đường chờ xem tổng duyệt, nhiều nhóm khuấy động bằng các bài 'Như có Bác trong ngày đại thắng' hay 'Nối vòng tay lớn'.",REAL
Ông Phạm Gia Túc làm Chánh Văn phòng Trung ương Đảng,"Ông Phạm Gia Túc, Phó chánh văn phòng Trung ương Đảng, được Bộ Chính trị phân công, bổ nhiệm giữ chức Chánh Văn phòng Trung ương Đảng.",https://vnexpress.net/ong-pham-gia-tuc-lam-chanh-van-phong-trung-uong-dang-4933280.html,2025-08-29 12:33:43+00:00,https://vnexpress.net/rss/thoi-su.rss,"Ông Phạm Gia Túc làm Chánh Văn phòng Trung ương Đảng Ông Phạm Gia Túc, Phó chánh văn phòng Trung ương Đảng, được Bộ Chính trị phân công, bổ nhiệm giữ chức Chánh Văn phòng Trung ương Đảng.",REAL
